Dataset,Fold,MAE,MedAE,R2
LIFE_new,0,23.436280334472656,16.076834289550785,0.863614767281656
LIFE_new,1,23.48309082200792,15.842524566650397,0.8716471660343157
LIFE_new,2,15.216759550206795,11.51579168701172,0.9585380703369951
LIFE_new,3,35.30275672104779,18.29924353027343,0.6606025492114725
LIFE_new,4,31.889206713508155,19.44343322753906,0.7705852954588823
LIFE_new,5,20.8896595064051,14.346743041992184,0.8142319037586025
LIFE_new,6,29.51321051743451,9.445729003906251,0.7085081053619011
LIFE_new,7,32.83164921300552,29.063662841796884,0.7374101175960244
LIFE_new,8,28.021402350930604,21.157307495117188,0.725064382900571
LIFE_new,9,31.212532325295843,16.255884155273435,0.6886637974584853

LIFE_new,Average,27.1797 ± 5.9404,17.1447 ± 5.1691,0.7799 ± 0.0900
